#RTP OL_Test
#t	n	$u$	$v$	$y$
0	0	0	0	0
0.002	1	0	0	0
0.004	2	0	0	0
0.006	3	0	0	0
0.008	4	0	0	0
0.01	5	0	0	0
0.012	6	0	0	0
0.014	7	0	0	0
0.016	8	0	0	0
0.018	9	0	0	0
0.02	10	0	0	0
0.022	11	0	0	0
0.024	12	0	0	0
0.026	13	0	0	0
0.028	14	0	0	0
0.03	15	0	0	0
0.032	16	0	0	0
0.034	17	0	0	0
0.036	18	0	0	0
0.038	19	0	0	0
0.04	20	0	0	0
0.042	21	0	0	0
0.044	22	0	0	0
0.046	23	0	0	0
0.048	24	0	0	0
0.05	25	0	0	0
0.052	26	0	0	0
0.054	27	0	0	0
0.056	28	0	0	0
0.058	29	0	0	0
0.06	30	0	0	0
0.062	31	0	0	0
0.064	32	0	0	0
0.066	33	0	0	0
0.068	34	0	0	0
0.07	35	0	0	0
0.072	36	0	0	0
0.074	37	0	0	0
0.076	38	0	0	0
0.078	39	0	0	0
0.08	40	0	0	0
0.082	41	0	0	0
0.084	42	0	0	0
0.086	43	0	0	0
0.088	44	0	0	0
0.09	45	0	0	0
0.092	46	0	0	0
0.094	47	0	0	0
0.096	48	0	0	0
0.098	49	0	0	0
0.1	50	200	200	0
0.102	51	200	200	0
0.104	52	200	200	0
0.106	53	200	200	1
0.108	54	200	200	3
0.11	55	200	200	6
0.112	56	200	200	10
0.114	57	200	200	15
0.116	58	200	200	21
0.118	59	200	200	27
0.12	60	0	-52	35
0.122	61	0	-66	44
0.124	62	0	-79	53
0.126	63	0	-93	62
0.128	64	0	-105	70
0.13	65	0	-117	78
0.132	66	0	-127	85
0.134	67	0	-136	91
0.136	68	0	-144	96
0.138	69	0	-150	100
0.14	70	0	-156	104
0.142	71	0	-159	106
0.144	72	0	-162	108
0.146	73	0	-163	109
0.148	74	0	-163	109
0.15	75	0	-163	109
0.152	76	0	-160	107
0.154	77	0	-157	105
0.156	78	0	-153	102
0.158	79	0	-147	98
0.16	80	0	-139	93
0.162	81	0	-132	88
0.164	82	0	-121	81
0.166	83	0	-112	75
0.168	84	0	-100	67
0.17	85	0	-90	60
0.172	86	0	-76	51
0.174	87	0	-64	43
0.176	88	0	-51	34
0.178	89	0	-37	25
0.18	90	0	-24	16
0.182	91	0	-10	7
0.184	92	0	3	-2
0.186	93	0	15	-10
0.188	94	0	28	-19
0.19	95	0	42	-28
0.192	96	0	54	-36
0.194	97	0	64	-43
0.196	98	0	76	-51
0.198	99	0	85	-57
0.2	100	0	94	-63
0.202	101	0	103	-69
0.204	102	0	109	-73
0.206	103	0	115	-77
0.208	104	0	120	-80
0.21	105	0	124	-83
0.212	106	0	126	-84
0.214	107	0	127	-85
0.216	108	0	127	-85
0.218	109	0	126	-84
0.22	110	0	123	-82
0.222	111	0	118	-79
0.224	112	0	114	-76
0.226	113	0	108	-72
0.228	114	0	100	-67
0.23	115	0	93	-62
0.232	116	0	84	-56
0.234	117	0	75	-50
0.236	118	0	66	-44
0.238	119	0	55	-37
0.24	120	0	43	-29
0.242	121	0	33	-22
0.244	122	0	22	-15
0.246	123	0	10	-7
0.248	124	0	0	0
0.25	125	0	-12	8
0.252	126	0	-22	15
0.254	127	0	-33	22
0.256	128	0	-42	28
0.258	129	0	-52	35
0.26	130	0	-60	40
0.262	131	0	-69	46
0.264	132	0	-76	51
0.266	133	0	-82	55
0.268	134	0	-88	59
0.27	135	0	-93	62
0.272	136	0	-97	65
0.274	137	0	-99	66
0.276	138	0	-100	67
0.278	139	0	-102	68
0.28	140	0	-102	68
0.282	141	0	-100	67
0.284	142	0	-99	66
0.286	143	0	-94	63
0.288	144	0	-91	61
0.29	145	0	-85	57
0.292	146	0	-81	54
0.294	147	0	-73	49
0.296	148	0	-67	45
0.298	149	0	-60	40
0.3	150	0	-51	34
0.302	151	0	-43	29
0.304	152	0	-34	23
0.306	153	0	-25	17
0.308	154	0	-16	11
0.31	155	0	-7	5
0.312	156	0	1	-1
0.314	157	0	9	-6
0.316	158	0	18	-12
0.318	159	0	27	-18
0.32	160	0	34	-23
0.322	161	0	42	-28
0.324	162	0	48	-32
0.326	163	0	55	-37
0.328	164	0	60	-40
0.33	165	0	64	-43
0.332	166	0	69	-46
0.334	167	0	72	-48
0.336	168	0	75	-50
0.338	169	0	78	-52
0.34	170	0	78	-52
0.342	171	0	79	-53
0.344	172	0	79	-53
0.346	173	0	76	-51
0.348	174	0	75	-50
0.35	175	0	72	-48
0.352	176	0	67	-45
0.354	177	0	63	-42
0.356	178	0	58	-39
0.358	179	0	52	-35
0.36	180	0	46	-31
0.362	181	0	40	-27
0.364	182	0	34	-23
0.366	183	0	27	-18
0.368	184	0	19	-13
0.37	185	0	13	-9
0.372	186	0	6	-4
0.374	187	0	-1	1
0.376	188	0	-7	5
0.378	189	0	-15	10
0.38	190	0	-21	14
0.382	191	0	-27	18
0.384	192	0	-33	22
0.386	193	0	-37	25
0.388	194	0	-43	29
0.39	195	0	-48	32
0.392	196	0	-51	34
0.394	197	0	-54	36
0.396	198	0	-57	38
0.398	199	0	-58	39
0.4	200	0	-60	40
0.402	201	0	-61	41
0.404	202	0	-61	41
0.406	203	0	-61	41
0.408	204	0	-60	40
0.41	205	0	-58	39
0.412	206	0	-55	37
0.414	207	0	-52	35
0.416	208	0	-49	33
0.418	209	0	-45	30
0.42	210	0	-40	27
0.422	211	0	-36	24
0.424	212	0	-31	21
0.426	213	0	-27	18
0.428	214	0	-21	14
0.43	215	0	-16	11
0.432	216	0	-10	7
0.434	217	0	-4	3
0.436	218	0	0	0
0.438	219	0	6	-4
0.44	220	0	10	-7
0.442	221	0	16	-11
0.444	222	0	21	-14
0.446	223	0	25	-17
0.448	224	0	30	-20
0.45	225	0	33	-22
0.452	226	0	36	-24
0.454	227	0	39	-26
0.456	228	0	42	-28
0.458	229	0	43	-29
0.46	230	0	45	-30
0.462	231	0	46	-31
0.464	232	0	48	-32
0.466	233	0	48	-32
0.468	234	0	48	-32
0.47	235	0	48	-32
0.472	236	0	46	-31
0.474	237	0	46	-31
0.476	238	0	43	-29
0.478	239	0	42	-28
0.48	240	0	40	-27
0.482	241	0	37	-25
0.484	242	0	34	-23
0.486	243	0	31	-21
0.488	244	0	28	-19
0.49	245	0	25	-17
0.492	246	0	21	-14
0.494	247	0	16	-11
0.496	248	0	13	-9
0.498	249	0	9	-6
0.5	250	0	4	-3
0.502	251	0	1	-1
0.504	252	0	-3	2
0.506	253	0	-7	5
0.508	254	0	-10	7
0.51	255	0	-13	9
0.512	256	0	-16	11
0.514	257	0	-21	14
0.516	258	0	-24	16
0.518	259	0	-25	17
0.52	260	0	-28	19
0.522	261	0	-30	20
0.524	262	0	-31	21
0.526	263	0	-33	22
0.528	264	0	-33	22
0.53	265	0	-33	22
0.532	266	0	-33	22
0.534	267	0	-31	21
0.536	268	0	-31	21
0.538	269	0	-30	20
0.54	270	0	-28	19
0.542	271	0	-25	17
0.544	272	0	-24	16
0.546	273	0	-21	14
0.548	274	0	-18	12
0.55	275	0	-16	11
0.552	276	0	-13	9
0.554	277	0	-10	7
0.556	278	0	-7	5
0.558	279	0	-4	3
0.56	280	0	-1	1
0.562	281	0	1	-1
0.564	282	0	3	-2
0.566	283	0	6	-4
0.568	284	0	9	-6
0.57	285	0	10	-7
0.572	286	0	13	-9
0.574	287	0	15	-10
0.576	288	0	16	-11
0.578	289	0	18	-12
0.58	290	0	19	-13
0.582	291	0	21	-14
0.584	292	0	22	-15
0.586	293	0	24	-16
0.588	294	0	24	-16
0.59	295	0	25	-17
0.592	296	0	25	-17
0.594	297	0	25	-17
0.596	298	0	25	-17
0.598	299	0	25	-17
0.6	300	0	24	-16
0.602	301	0	24	-16
0.604	302	0	22	-15
0.606	303	0	21	-14
0.608	304	0	19	-13
0.61	305	0	18	-12
0.612	306	0	16	-11
0.614	307	0	15	-10
0.616	308	0	13	-9
0.618	309	0	12	-8
0.62	310	0	10	-7
0.622	311	0	9	-6
0.624	312	0	7	-5
0.626	313	0	4	-3
0.628	314	0	3	-2
0.63	315	0	1	-1
0.632	316	0	-1	1
0.634	317	0	-3	2
0.636	318	0	-4	3
0.638	319	0	-6	4
